polymer_type,natural_fiber,fiber_percentage,molecular_weight,moisture_content,ph,temperature,density,tensile_strength,elastic_modulus,flexural_strength,impact_strength,degradation_time,weight_loss,water_absorption,biodegradation_rate
PHBV,Kenaf,12.336361412441413,178026.01116843772,6.33673745804094,4.7923413012759735,33.48670224488528,1.349,64.69,4.65,82.35,7.68,358.8,57.61,20.03,0.187
PLLA,Nanocellulose,54.0371371311264,58374.85995400126,3.0632672144868263,4.998009513552604,27.418343303739867,1.408,156.13,7.9,195.0,10.8,249.5,79.07,31.87,0.364
Gelatin,Bamboo,26.56693015407521,285060.8606725506,5.3861907475317485,7.013511490987222,41.197782422774324,1.351,85.72,6.83,117.74,11.54,377.3,57.34,25.26,0.192
PGA,Coir,35.76735267968435,182690.4720449248,16.701034766492242,6.685329417872058,31.126553917833114,1.649,52.39,6.91,76.23,10.35,290.4,69.75,40.76,0.301
Cellulose,Coir,34.056065782057,204862.91243880356,16.188617417914617,5.461913074291039,43.42330798925964,1.621,57.06,7.08,83.93,10.87,259.5,75.98,39.69,0.318
PHBV,Coir,38.87885459257448,220654.1247913403,6.719021621895071,5.059517143549575,36.53820341821037,1.45,72.78,7.29,105.34,11.81,318.2,65.04,30.25,0.262
PBS,Sugarcane Bagasse,56.81678225666272,243717.68279743686,17.94874205460963,8.038937108159407,32.804720398541654,1.435,69.47,8.7,106.7,14.59,260.9,74.62,48.0,0.351
PLGA,Hemp,57.31198677470577,314832.2752104025,6.422826273445734,5.039467620309546,30.946283600972535,1.486,149.36,9.88,195.0,16.18,330.7,64.7,39.32,0.247
PHBV,Rice Husk,50.713154694002704,334686.78246726113,13.41019201479277,4.842704864456746,26.66056013107445,1.437,82.61,9.12,119.83,15.85,335.7,62.88,43.18,0.223
PLA,Sisal,15.534924237078968,330854.18209865177,12.126145563889501,6.979767492806671,27.576751792749285,1.317,85.57,5.78,113.39,10.43,420.4,52.18,27.84,0.139
Collagen,Sisal,23.343397841365263,289028.368730571,2.5651433998710247,5.510209130766954,25.29139111513462,1.41,98.13,6.52,127.3,10.86,422.2,51.1,18.13,0.162
HA,Hemp,31.830366763999958,314557.5211468169,7.147897959077514,7.126399965596036,45.552357494651304,1.172,111.77,6.98,150.37,12.62,374.0,58.42,31.38,0.159
PLA,Jute,54.80035166526845,45889.52606347455,17.199743693597227,6.456392145109941,36.44851088449425,1.393,60.71,7.21,93.74,11.19,175.5,98.0,48.0,0.663
PGA,Sugarcane Bagasse,33.647565311541655,301716.0532654904,2.3393043991110076,5.3449937165362655,34.48625537015175,1.627,97.34,7.98,132.87,12.22,391.6,57.43,21.91,0.164
Alginate,Wood Flour,58.75896155678389,53124.87579328785,4.385591361936131,4.778554563849209,29.66753118310836,1.597,58.77,8.43,90.27,11.55,239.0,79.45,36.75,0.39
Alginate,Wood Flour,59.11126444180687,268782.05042761815,17.520605301866876,4.7826034921004155,35.50606776934609,1.573,73.64,9.53,110.36,15.47,247.9,79.32,48.0,0.378
Gelatin,Coir,37.92213427046405,84196.35890997274,2.1565805375146914,6.843440977586496,46.47662431740938,1.393,54.8,6.73,80.78,8.98,268.2,75.02,26.06,0.28
PLGA,Banana Fiber,53.26224367512962,145235.34265982217,8.869021247518706,7.532980911820392,45.682959005558494,1.463,78.23,8.12,116.1,12.07,253.3,76.36,40.14,0.341
PHBV,Wood Flour,59.95724916131444,88938.77732936357,16.652792142895354,7.258639141242906,37.97273141374973,1.455,46.82,8.1,82.48,12.1,184.8,95.17,48.0,0.601
PHA,Jute,51.73440849116709,171907.7237239288,17.07070001095932,6.871412140251735,35.89871131661969,1.37,78.72,7.78,117.56,12.95,240.6,80.81,48.0,0.367
Alginate,Banana Fiber,41.130105725244,161759.18202131844,17.65879471107162,5.343712609602752,26.773457571814298,1.512,61.31,6.83,89.53,11.11,257.9,74.74,45.38,0.357
PCL,Bamboo,51.48234390362722,45380.11007127803,9.44180081522915,7.947154390849082,40.787844070305546,1.302,50.91,7.09,81.79,10.67,216.7,86.04,38.94,0.476
Gelatin,Hemp,9.546028398440159,295759.34243287996,2.9269197992191915,7.015383015847822,45.59953602027419,1.304,87.41,5.26,111.03,9.05,414.2,52.44,16.63,0.144
PCL,Bamboo,39.91517246414116,303339.67865421606,14.249604147014344,7.276794231716453,29.17073923108049,1.252,81.7,7.56,113.91,13.97,352.3,59.9,41.47,0.203
Starch,Rice Husk,16.90871177292528,282002.3180815986,13.198227289604729,5.395324307764855,33.06622340201313,1.466,64.88,5.69,85.83,9.74,354.5,61.52,29.9,0.186
PLGA,Wood Flour,11.38350078578707,301234.11303400603,11.063621013701745,5.545964014253181,23.20131137010149,1.376,72.7,5.25,93.17,9.08,424.9,52.14,25.58,0.165
Silk,Nanocellulose,54.1079188780456,270281.29129961366,16.15589188187113,8.130198240701104,45.745926511772815,1.496,160.0,8.87,195.0,14.88,256.4,78.13,47.77,0.387
HA,Sugarcane Bagasse,40.18047190669296,329995.022519406,16.540906468281882,6.404294282860491,22.93125363510592,1.158,76.28,7.34,112.1,14.1,362.8,60.95,44.75,0.176
Collagen,Coir,18.395060025705803,214445.52006393764,12.773530508684065,6.715369858567017,41.13012243179023,1.351,56.18,4.93,74.28,9.08,333.5,61.07,31.17,0.224
PHBV,Hemp,26.273026375708174,216445.61490757958,3.3496491289011163,4.9430619630939425,25.609390519772532,1.38,94.63,6.34,124.28,10.18,385.2,56.43,21.27,0.168
PBS,Coir,58.53020999443655,305171.1706960613,3.0761653530747273,6.078295926876053,42.009460668062346,1.436,96.19,9.91,139.22,15.97,332.6,61.18,33.7,0.259
HA,Wood Flour,52.420012908379576,141812.97494995096,8.242390910413373,8.048144132615779,39.28036364826485,1.189,60.38,7.5,90.46,12.0,255.5,75.16,39.5,0.334
Gelatin,Sugarcane Bagasse,5.856998752528378,46026.353344822724,6.329559875986803,8.100604004357807,40.71186322728376,1.25,32.08,2.98,43.54,3.93,314.1,66.9,17.33,0.278
PGA,Flax,58.889054732278936,269953.7265274121,3.694222543009529,7.420610758555511,39.07393775071287,1.704,160.0,10.25,195.0,15.68,323.5,65.8,34.2,0.23
Chitosan,Wood Flour,25.269121034055154,111468.53741131604,11.584648549674608,6.682550696987867,31.900118694136204,1.466,45.22,5.18,66.96,7.93,299.1,68.06,30.79,0.218
Chitosan,Hemp,43.24799912922586,181755.45984958726,12.77824176539835,8.223288962627473,38.605796267095826,1.504,100.34,7.46,142.19,11.91,277.1,73.77,39.43,0.312
PBS,Banana Fiber,44.19721105350565,106940.74741583975,13.016476343541816,7.9873639945616235,27.039612175714232,1.382,61.09,6.73,89.73,10.33,263.4,75.39,41.65,0.334
Chitosan,Sisal,55.142643963886506,294669.07264902355,4.392074769716803,7.885404815094567,28.218117755664473,1.525,132.14,9.75,180.92,15.31,370.1,58.63,34.93,0.171
Alginate,Banana Fiber,53.67834819119881,336653.7488254327,6.5464228173918855,8.027229017986295,21.953996437757997,1.532,113.67,9.95,160.07,15.74,391.7,55.17,35.98,0.18
Cellulose,Hemp,20.49512752973135,47607.3931521881,4.7843729088175255,6.312953548632152,38.38482965156757,1.557,60.15,4.78,83.63,5.97,293.2,70.15,20.62,0.299
Silk,Kenaf,40.3944513057152,104678.92206837387,11.422014814436686,6.601959799252315,45.22384960928454,1.452,71.7,6.57,104.07,9.77,233.6,81.14,37.83,0.398
Starch,Banana Fiber,26.653798261095247,90659.87962089924,10.856843683140962,6.1960504050258765,31.353499484533366,1.473,51.37,5.4,71.58,7.58,281.4,69.72,32.31,0.306
Silk,Nanocellulose,33.90490550528459,245425.12407726928,9.804671712065987,7.460268079348182,26.26034816540038,1.414,133.55,6.96,178.14,11.59,368.7,57.39,32.73,0.184
Starch,Wood Flour,35.50731889892165,167177.08792810948,6.384933216086241,6.867708523749808,44.71788854450513,1.513,66.48,6.95,94.93,10.5,304.4,67.7,29.81,0.263
PHBV,Kenaf,26.79888952070702,176003.73232455278,5.411373292152676,4.778791299676973,39.32379290687306,1.369,78.44,5.94,105.62,9.24,314.2,65.61,24.43,0.254
PHBV,Sugarcane Bagasse,30.51417112422347,80265.30700170976,16.191729232225185,5.0464008577429915,46.805889676081335,1.377,36.78,5.33,55.7,8.23,204.7,92.58,39.38,0.509
Silk,Sisal,16.458824735655615,162715.0852895346,2.3060902837824844,5.269297777479271,20.187309605585465,1.361,71.54,5.12,99.84,7.85,394.0,54.63,16.65,0.182
PLGA,Jute,38.42055107938095,127033.0497994824,12.330573251659684,7.182215345613349,32.03469359721788,1.428,69.0,6.46,97.87,9.83,275.8,73.87,37.43,0.295
PHBV,Sugarcane Bagasse,46.74278984935184,225581.09269461714,1.823020186999597,4.939220435603499,47.02874199694139,1.421,85.99,8.36,124.03,12.92,312.2,66.6,30.3,0.237
PLGA,Jute,28.6357662267801,99516.23319576363,4.698329106658974,6.663278970580656,40.26148798191921,1.421,64.53,5.58,92.64,8.1,299.5,69.33,24.47,0.286
Gelatin,Nanocellulose,58.772404851223776,226739.62916033517,6.2764772362386685,7.863339907173076,34.0659845516339,1.421,160.0,9.27,195.0,15.18,315.5,63.12,40.12,0.249
Cellulose,Rice Husk,8.147452407630771,150878.46139485599,16.127018492810496,8.290058093434975,32.43646455985129,1.557,39.16,3.94,50.72,5.75,328.0,61.98,27.82,0.219
PLA,Nanocellulose,37.4038374960968,140814.25984908684,3.7726264039490656,6.212928630265346,46.854814317886365,1.353,132.58,6.75,176.89,9.99,282.9,71.23,27.24,0.282
PCL,Nanocellulose,37.09804253940691,127778.12293152437,16.97380816434302,6.633718301482482,44.95385299114898,1.283,109.01,6.0,149.41,10.08,228.8,83.26,41.29,0.459
PBS,Nanocellulose,6.9962953125912195,245626.71808826557,14.955029019887357,7.8261121327335985,20.36935356352816,1.294,65.82,4.18,82.82,7.37,405.0,54.37,30.08,0.197
Collagen,Nanocellulose,17.35135948187559,209973.88973855227,12.704265997927063,8.242967155184534,23.632701723305043,1.345,87.25,5.08,112.74,8.68,364.8,59.45,30.53,0.208
Gelatin,Nanocellulose,54.8048421007261,302550.94400068535,8.293811412312692,6.059445695831718,35.3694595039543,1.437,160.0,9.45,195.0,15.24,321.6,66.8,38.84,0.221
HA,Bamboo,34.94827245350676,107315.25682412478,16.436738472531353,5.912242073494316,23.439086117834094,1.184,43.56,5.55,66.3,9.37,266.0,74.37,43.31,0.335
PHBV,Sisal,29.001223123233427,42838.26541159858,10.211257991846036,6.303378568785185,28.24292133098055,1.352,51.48,4.74,75.21,7.41,273.2,72.56,30.48,0.31
Silk,Hemp,27.852304504526135,88247.51418813123,7.624924211006822,5.515218880342506,45.047261276314195,1.437,69.92,5.58,97.61,8.12,269.3,73.79,28.55,0.318
PCL,Banana Fiber,53.848845761106006,139874.03658524045,11.162795836066035,7.938657226068365,31.584178018861763,1.325,71.93,8.04,108.34,12.16,259.3,78.73,42.68,0.378
Starch,Wood Flour,25.18671465918722,87489.59689872595,5.332416214665004,5.772790910820625,33.52743714631464,1.527,50.56,5.57,71.87,7.35,307.5,66.8,23.52,0.238
PCL,Kenaf,52.25417742794417,56723.41680203523,6.002489924113864,6.29782926147402,25.225730355277655,1.308,79.25,7.16,116.67,10.66,264.1,72.31,36.37,0.308
PLLA,Nanocellulose,22.00559296201976,172508.31141426196,16.668689382188255,5.7798530688275065,38.0694209500982,1.311,83.25,5.1,109.36,8.51,281.4,71.74,35.69,0.296
HA,Rice Husk,34.23271914765639,246618.77240078055,14.599792885210924,4.975684208678883,23.609304511895168,1.167,58.81,6.38,83.0,11.71,322.6,61.57,40.08,0.23
Gelatin,Coir,12.910087324474985,270502.6454252728,9.972762031323349,6.926589559087312,38.90664174960357,1.333,65.74,5.13,85.67,9.43,379.0,57.51,24.29,0.184
PHA,Wood Flour,50.37666717338945,157592.7439099531,8.373361955324254,6.850442149577887,42.40207519763355,1.418,65.69,8.0,98.34,11.86,262.2,74.42,37.84,0.362
Silk,Coir,45.47861790526553,182974.27025505545,14.824903993635703,5.679600573611107,46.208267342230656,1.423,56.83,7.47,88.45,11.68,233.7,82.57,43.77,0.433
Collagen,Kenaf,34.155118491112155,271750.5578799362,10.915499500423389,4.625592676161485,37.47343658864572,1.427,92.85,7.33,126.31,12.04,323.7,64.73,35.39,0.242
Silk,Kenaf,6.424571911343504,142866.50569867043,8.348056603674186,8.246986606572257,29.958633591824118,1.364,49.9,3.61,68.09,5.87,366.3,59.11,19.46,0.219
PHBV,Wood Flour,31.469153252165473,281125.1876057512,10.0049050679295,5.922188956978285,45.550302178557075,1.405,77.4,7.0,104.13,12.33,318.2,66.72,32.35,0.236
Starch,Banana Fiber,17.385809052388574,339560.3409916704,5.339702523739266,6.655018978926384,37.89872819829577,1.441,90.97,6.3,114.23,10.94,428.0,53.77,20.06,0.169
PGA,Rice Husk,27.735586273126067,311753.79946924176,4.832503064613526,5.07499492233892,30.74412807609117,1.591,87.65,7.21,117.25,11.8,401.1,54.07,24.97,0.18
PLA,Bamboo,52.10345688722545,175150.5077398487,17.819997853762725,5.504672289904182,29.676180413904078,1.405,63.45,7.75,96.24,12.93,236.1,82.85,48.0,0.455
PLGA,Jute,47.328181794290316,215445.91836445595,17.498265049025328,6.241011093054336,29.618424747355412,1.493,83.5,7.9,120.67,12.27,280.6,70.67,46.49,0.31
PBS,Kenaf,18.307410022917843,259256.44372994127,8.443647298615382,6.748977532864085,21.690303384666752,1.331,77.85,5.77,103.8,9.42,415.9,52.1,22.86,0.136
PBS,Banana Fiber,59.17243881090528,141776.14157957784,10.001815275026642,7.916056670570333,23.04003126979162,1.423,82.32,8.75,121.2,13.27,284.4,71.28,44.84,0.288
PGA,Rice Husk,54.67657784597573,285756.1919924115,15.148703273405456,5.661653041883804,22.691215307230355,1.693,72.1,9.49,108.65,14.74,313.9,66.01,46.24,0.233
PBS,Kenaf,34.07703937235715,169813.4384897699,13.47628830887769,7.987123080734846,29.365639077500518,1.376,72.38,6.22,99.86,9.94,302.0,67.39,36.32,0.319
HA,Sugarcane Bagasse,34.15826761583523,300989.2985921389,3.1425623527423867,6.333775493208492,34.21930063352662,1.159,90.19,7.28,125.77,12.94,390.9,56.51,25.38,0.19
PLA,Flax,54.56962807518163,111514.84637634095,7.6810823956398995,6.230707473141351,24.427400252667848,1.419,120.17,8.2,165.58,12.68,283.2,70.78,39.25,0.308
PGA,Jute,39.987964464157756,33640.97802650633,5.627495513318738,6.085659484064281,44.83853804870705,1.641,66.33,6.66,99.93,8.25,234.6,84.29,29.67,0.462
Cellulose,Sugarcane Bagasse,34.51786265245251,232460.28671116,17.878398162711523,8.044712547303956,21.968491653682143,1.596,61.49,7.17,89.13,11.21,327.2,66.19,41.11,0.254
PBS,Kenaf,46.20316880245111,174604.5175978002,13.853576209129448,5.504068634103677,48.35934983258676,1.406,86.29,7.56,126.48,11.66,226.4,85.25,41.81,0.469
PBS,Rice Husk,17.930341339891378,49143.39744561928,2.288125950971097,7.9294566886401245,22.233021049410976,1.327,40.01,4.42,56.4,5.78,353.7,58.9,16.78,0.207
PLGA,Kenaf,53.31075808325797,186035.9529833842,16.35062644888575,4.856413950356686,46.83998603742677,1.424,88.8,8.12,126.92,13.03,208.2,90.76,47.38,0.514
Starch,Coir,34.22783822244298,83942.35053488475,16.81131326668304,8.321312147350099,27.821246693025852,1.519,34.62,6.15,59.3,8.4,258.5,76.69,40.74,0.31
Starch,Wood Flour,38.192461223443544,231519.73205794024,6.998938108730466,6.512063023389741,49.602402857012464,1.561,75.83,7.77,110.28,11.52,306.4,67.39,30.22,0.259
PHA,Wood Flour,9.946912919015897,172414.58484637586,12.09263307120774,8.495620819566643,35.63983479310125,1.324,48.37,4.13,64.22,6.76,343.5,60.14,26.82,0.226
PBS,Banana Fiber,22.022992731922738,84759.9206095846,12.753643373582348,6.931735760408881,20.54923046126649,1.343,43.53,4.67,63.3,7.32,317.3,63.65,30.74,0.23
Alginate,Kenaf,28.470443516965197,161820.46310786656,13.537535756299379,4.970408286606622,28.48007090754625,1.497,67.43,5.75,95.73,9.08,296.0,69.06,34.02,0.271
Silk,Rice Husk,27.765023788981072,104466.81861679,12.942870005889159,4.743566746179207,48.20490207123596,1.437,39.35,5.34,55.59,8.22,228.9,83.16,33.79,0.423
PGA,Coir,47.80564013981518,238990.9697513327,10.735347138681492,5.273675358060167,28.989974558124246,1.68,74.04,8.61,106.84,13.32,311.8,67.34,37.76,0.267
PHBV,Bamboo,20.52773186195044,124445.87969463371,17.23842452420528,6.184595707289457,30.788248045249677,1.318,38.0,4.4,55.4,7.45,280.8,69.48,35.82,0.279
Collagen,Bamboo,15.016009428868632,293045.552016417,9.954173840106712,7.4887585895133455,21.32444621582779,1.359,71.76,5.62,94.24,9.67,420.9,53.54,27.21,0.14
Gelatin,Coir,37.04394883042392,34532.22575728393,3.33006826574215,4.502859180514158,27.597692204376738,1.353,41.83,6.21,64.0,8.21,277.7,69.46,27.35,0.276
PHA,Hemp,38.825817210189534,159093.75249353435,2.827020472357186,5.5293871125909595,27.77960462319671,1.384,104.9,7.01,145.13,10.85,334.7,62.0,27.41,0.206
Chitosan,Rice Husk,11.687081889743247,227465.74578815076,1.8032142172758423,6.8502798068855615,41.47921481689394,1.345,69.63,5.04,91.13,8.55,401.1,55.56,14.86,0.144
Cellulose,Bamboo,5.135767664229779,37234.65102373215,8.56073588326044,5.691533452892501,35.17304834662207,1.522,31.84,3.17,44.41,3.59,303.1,67.71,19.73,0.26
PHBV,Hemp,55.47069940120224,99069.40880769749,6.008398373854375,5.92777457357608,24.8302304221126,1.455,110.47,8.17,159.35,11.45,270.0,73.49,37.91,0.362
PLGA,Rice Husk,9.380034841233373,134774.38704942717,16.27111210322045,5.703054291720124,43.86798177490114,1.328,34.54,3.53,47.57,6.17,281.3,72.89,30.87,0.321
Collagen,Sugarcane Bagasse,54.38268125681001,36990.25746635016,15.807939667453118,8.312731676959348,38.34556249651452,1.428,39.4,7.05,67.91,10.54,178.2,98.0,47.98,0.647
PHBV,Coir,26.95681809125261,204941.02555221456,15.324401285630023,4.763332706910239,28.053779149443905,1.333,50.84,5.78,72.52,10.05,299.4,67.87,35.25,0.286
Cellulose,Sugarcane Bagasse,40.91807493972869,231877.88450703456,15.810088937089656,8.130044969034063,26.71350931700083,1.625,68.73,7.56,101.62,11.71,314.2,66.65,40.11,0.21
PCL,Nanocellulose,15.208807988851794,102807.12058017052,6.410493711162741,5.792956701299407,47.74724203668333,1.202,72.17,3.99,96.87,6.27,290.8,69.81,20.7,0.324
Silk,Hemp,50.3154365305119,203914.4727450811,8.530939479789676,5.48618656845953,39.1116881649183,1.481,115.1,8.57,162.71,12.83,280.0,72.38,38.13,0.315
Collagen,Hemp,14.910636279493087,349720.60453039914,6.643677978051231,8.033074138373884,44.22250234976626,1.392,100.2,6.11,128.0,10.89,418.9,53.92,22.51,0.146
PCL,Banana Fiber,26.258003157319866,313814.1720791423,2.9203373765270446,5.648337704472133,26.765523001217712,1.23,93.07,6.62,123.19,12.13,425.6,53.02,22.41,0.135
PHBV,Kenaf,18.09141787144545,48771.46611215675,16.7467638430514,8.449934037983422,37.66208119823955,1.335,34.64,3.9,49.71,5.76,251.6,76.97,35.24,0.366
PLA,Sisal,51.06282767278152,70922.38861322407,11.66278338473697,6.692350871219635,21.604687588394206,1.402,79.55,7.22,116.76,10.98,254.3,75.23,40.93,0.324
PLLA,Sisal,52.20846975068837,188209.0628317847,3.6871145989685816,6.405487890914607,37.84161057828182,1.403,110.5,8.41,156.8,13.47,296.5,68.66,33.04,0.26
PLA,Rice Husk,25.461588915362718,108464.35675670879,4.8999727847881696,8.405948350461884,26.107477280330322,1.375,49.3,5.42,71.18,8.02,340.7,63.62,22.64,0.257
Silk,Sugarcane Bagasse,21.90581590523505,55910.15589658589,8.937418354047825,5.407067473421335,40.07278384687695,1.412,36.51,4.37,53.06,6.26,261.0,77.21,26.07,0.328
Collagen,Sugarcane Bagasse,47.54609563573409,111457.43767863003,2.3562522861567987,8.135877316364251,47.95899209245465,1.471,68.11,7.75,97.76,10.9,266.0,74.26,27.69,0.287
Collagen,Kenaf,53.318158449618814,49576.99125561681,5.9878643902624695,6.866098417884651,33.76129226422347,1.478,80.96,7.54,115.77,10.32,238.1,81.62,36.04,0.414
Silk,Sugarcane Bagasse,39.32109967627351,199571.98147700765,13.106865396574912,7.519870843835458,29.161889808457012,1.452,62.38,7.2,89.74,11.2,308.8,67.29,38.56,0.269
PCL,Wood Flour,56.00720216510068,186880.03317460336,16.686706953491246,6.828137190592432,23.698016136904876,1.27,58.16,8.38,91.2,13.69,276.8,73.22,48.0,0.316
Cellulose,Jute,26.0674097067546,32024.369137968057,16.82406835989732,6.974593857058203,40.117751742629856,1.579,35.8,5.11,56.51,6.09,222.7,82.77,36.37,0.449
Starch,Nanocellulose,13.353752110954924,184405.24660605736,10.080479876939846,5.119685587580549,37.525332986666065,1.459,80.92,4.93,104.68,7.3,337.7,61.61,24.67,0.249
PLLA,Jute,14.880364027437274,196337.6471235171,6.650561704927997,5.106650519267509,36.33712089082967,1.251,67.32,5.01,90.07,7.85,359.4,57.5,21.79,0.198
PHBV,Hemp,41.8407573763471,223825.19712371164,16.69230330954661,6.088628015405897,48.078981950622264,1.432,99.87,7.39,140.21,12.1,242.7,81.92,44.73,0.427
Gelatin,Flax,27.41395326932391,340431.91181008145,14.479475952320865,5.885556961361421,49.34465950963681,1.358,106.19,6.74,141.0,12.31,325.7,64.67,36.44,0.218
PLGA,Bamboo,13.597302908799975,344461.57665664016,11.187346612420338,7.34824179183234,41.50951372117444,1.344,77.92,5.56,101.41,10.94,407.6,51.68,25.28,0.136
PLA,Bamboo,21.072477019698432,198617.3794146631,15.270122873891525,7.391041512649235,25.87968169304797,1.299,53.76,5.09,73.15,8.58,338.8,62.87,34.53,0.219
PLA,Kenaf,34.183278961801165,300459.7432351304,9.07070108598504,6.755168158971207,48.40290258004419,1.381,99.89,7.21,135.04,12.69,328.4,61.64,33.06,0.234
HA,Sisal,11.679489682917502,57253.04639689895,3.3512147725768466,6.108036806751801,30.347799844977427,1.093,46.07,3.19,58.42,5.39,343.7,61.73,18.55,0.208
Chitosan,Flax,5.189337441942535,199969.47917762413,16.980928972905886,7.2072383508936895,22.374648007031446,1.344,51.32,3.82,67.41,7.12,372.3,58.17,28.68,0.177
HA,Kenaf,55.451392612258694,247248.01895166773,10.31111677108294,7.249382196039522,27.232543675322752,1.189,105.69,8.53,153.22,14.46,316.8,66.66,42.91,0.232
PLLA,Hemp,21.767365492794713,210713.22226225547,12.972294113188477,7.736407780530582,44.911293162904286,1.305,73.35,5.26,96.26,9.79,315.7,67.05,31.47,0.249
PLGA,Flax,17.182397993864246,103830.71822533921,7.972822832549588,7.746920801824212,26.11294421747977,1.342,61.44,4.45,80.18,6.63,340.1,63.0,24.23,0.185
PLA,Bamboo,43.41644453505039,50050.555617475504,3.739735118650745,4.778268652558168,31.85202186145971,1.368,58.32,6.53,89.95,9.29,258.0,75.7,30.47,0.349
PLGA,Rice Husk,51.93714971994831,153734.17106406065,5.986049616658892,5.996205460323868,28.20518207917364,1.444,63.36,8.34,95.38,12.38,293.0,70.44,35.64,0.245
Gelatin,Hemp,39.77533220389383,237245.5992917628,2.220598387839127,6.179716785562098,21.434527649069476,1.398,118.95,7.71,159.36,12.03,389.7,55.2,26.57,0.191
PHBV,Kenaf,18.99655147541924,347348.1835697798,2.9450634314894772,7.887700199894512,36.85157375792018,1.326,100.55,6.47,131.02,11.14,442.5,51.42,19.33,0.127
Collagen,Banana Fiber,52.39001428448698,105690.70444286279,4.881165353415603,6.507231147460532,38.862710511706325,1.502,79.41,8.05,116.38,11.1,251.4,78.99,33.0,0.337
PLGA,Wood Flour,33.073495786997064,323692.7711076428,10.756683661924887,6.4552230224765434,43.734416776759716,1.439,82.58,7.48,115.11,12.97,347.4,61.41,33.28,0.216
PLA,Coir,25.965494162813577,51843.64784808448,17.882598160165042,6.715088995468358,32.43981533803702,1.305,21.06,4.58,36.21,7.62,243.3,79.65,37.75,0.396
PCL,Hemp,38.25993657981357,327916.567655673,15.421434600982417,5.008856459282775,24.239914486364267,1.281,111.62,7.74,146.28,13.63,357.3,57.75,42.57,0.178
PBS,Hemp,43.533672300107405,296357.3657184096,2.9168063760351908,6.76118637568084,39.56467396031371,1.372,131.0,8.47,175.89,13.87,367.3,59.1,30.36,0.181
PLLA,Wood Flour,37.660643076332825,36702.51287419134,15.39867058243103,6.706188984773291,46.70195588867952,1.392,32.96,5.84,55.85,8.36,191.1,96.14,41.3,0.592
Silk,Nanocellulose,55.613499514754324,125419.31970837268,10.34913658441296,7.517701821526863,23.59464094061093,1.505,158.6,8.34,195.0,12.05,283.2,71.09,42.57,0.281
Starch,Rice Husk,39.54097932994795,46306.12917713073,12.395337212319642,7.0366127739538,25.47850724073416,1.562,35.17,6.29,58.39,8.86,260.5,76.87,35.64,0.342
PGA,Wood Flour,53.3219391944067,348561.878889459,3.6411343815784525,8.320120134769743,29.87594350735692,1.667,106.2,10.35,150.67,15.58,387.2,55.8,32.14,0.201
Alginate,Jute,37.28271393346304,166910.0814668084,8.024763747254388,4.8204054853440805,39.508893907941484,1.526,79.74,7.07,109.52,10.4,282.0,72.45,31.3,0.264
Starch,Jute,23.13237655515687,241895.52627540397,16.088008295371317,7.586606312760225,35.71437084817297,1.468,68.78,5.89,91.96,9.75,339.8,61.14,36.09,0.213
Alginate,Hemp,34.276324961575746,104940.98394316378,8.518532879217299,7.506009541503939,41.37105532664514,1.497,83.38,6.25,114.63,8.88,270.9,73.63,31.0,0.312
PGA,Nanocellulose,9.74851793083814,328795.59637361654,3.597372380273292,5.577379731968731,20.940129549740185,1.543,102.72,5.86,129.35,9.87,472.7,46.4,15.02,0.133
PLGA,Bamboo,17.659604864268687,117735.70833263094,6.63274221238877,7.294201080784935,44.3137332438328,1.331,50.39,4.55,69.53,6.83,317.8,65.14,21.47,0.224
PLLA,Nanocellulose,47.14274142120442,113268.67433673552,5.155075386070543,7.137284991185661,49.624475928483854,1.403,146.1,7.25,195.0,11.14,250.1,80.61,32.18,0.389
PLGA,Jute,41.381158587643434,130672.03070123291,12.833801161561635,5.694823458258017,21.399934594355653,1.44,70.62,6.63,101.02,10.9,282.0,73.27,40.33,0.283
Gelatin,Nanocellulose,14.158529079362374,177996.53268822606,16.531958112342764,7.395130015485234,34.862464203261815,1.315,69.5,4.22,91.63,7.97,322.5,66.68,32.22,0.254
Gelatin,Nanocellulose,29.090834694194463,35930.47239350753,13.602584307559471,8.222609369836702,42.1974265633631,1.358,81.5,4.61,108.14,7.08,223.0,84.36,35.14,0.5
Gelatin,Banana Fiber,12.809571326163736,221308.000040987,15.419729744127334,5.720876015377916,34.29198135871081,1.304,55.84,4.48,72.78,8.59,331.8,65.12,30.59,0.25
Cellulose,Rice Husk,52.06998210056857,40133.055085036205,14.795991435373189,8.420330516500599,37.78819321833234,1.675,29.81,7.35,54.47,9.71,188.9,96.35,45.02,0.55
PBS,Hemp,11.004333596485887,202544.7960766698,1.7409710008027501,5.397147172239029,47.627808653112936,1.277,76.47,4.78,100.92,7.92,358.6,60.01,13.89,0.227
Silk,Sugarcane Bagasse,40.9829248218184,176523.16869827584,3.5521083279508945,5.038566840604515,36.19530764163268,1.471,74.45,7.6,107.01,11.29,317.9,64.74,28.47,0.261
PLLA,Banana Fiber,38.3850000537993,107615.05860365127,8.48575492284647,4.808201393186595,27.097845756456856,1.375,61.47,6.34,91.04,9.28,279.4,70.94,34.06,0.313
HA,Rice Husk,31.002715510576742,135525.76549466455,3.349479465637283,5.354733424558552,42.15880520358796,1.207,55.82,6.05,77.66,9.39,305.8,67.37,24.92,0.247
HA,Bamboo,20.3029042465278,255811.1395982943,13.626423625658392,5.870046472311996,31.262878354293825,1.113,62.37,5.1,83.99,10.12,351.5,59.74,33.9,0.246
